Science,The diagram below shows a penny scratching the surface of the mineral calcite. Which physical property of the calcite is being tested? (A) streak (B) hardness (C) melting point (D) reaction to acid
Science,The diagram below shows an incomplete circuit. Which item would allow the bulb to light up if it were used to connect point A to point B? (A) a glass rod (B) a metal coin (C) a plastic comb (D) a paper cup
Science,The diagram below shows milk being poured into a measuring cup. Which property of the milk can be directly measured using the cup? (A) mass (B) density (C) solubility (D) volume
Science,Which setup below would require the least force to lift a 100-gram mass a distance of 10 centimeters?
Science,The drawing below shows the original size and shape of a rock sample before it is thrown into a rapidly moving stream.Which drawing best shows the actual size and shape the rock will have after being carried several hundred miles downstream and deposited?
Science,The diagram below shows stages in the development of a certain landscape. When did erosion become the most dominant process in the development of the landscape shown in stage 4? (A) at stage 1 (B) at stage 2 (C) between stages 2 and 3 (D) between stages 3 and 4
Science,The diagram below shows a cross section of rock layers in Earth's crust. The forces shown in the diagram caused the rock layers to (A) fault (B) fold (C) form (D) expand
Science,The graph below shows tide levels for two days at an ocean location. Approximately how many hours are between the high tide on Tuesday and the first high tide on Wednesday? (A) 6 hours (B) 9 hours (C) 12 hours (D) 18 hours
Science,The map below shows the relative size and track of a certain weather event. Which weather event is shown on the map? (A) tornado (B) blizzard (C) hurricane (D) thunderstorm
Science,Base your answers on the diagram below  which shows two insulated Styrofoam cups of water connected by an aluminum bar. The thermometers show the temperature of the water in cup A and cup B at the beginning of a heat-flow experiment. Over the next 15 minutes  which changes would most likely occur? The temperature in cup A will decrease and the temperature in cup B will increase. (B) The temperature in cup A will decrease and the temperature in cup B will decrease. (C) The temperature in cup A will increase and the temperature in cup B will increase. (D) The temperature in cup A will increase and the temperature in cup B will decrease.
Science,Base your answers on the diagram below  which shows two insulated Styrofoam cups of water connected by an aluminum bar. The thermometers show the temperature of the water in cup A and cup B at the beginning of a heat-flow experiment. {Regents_2005_8th_Grade_19} Which process is most responsible for the temperature changes that will take place? (A) radiation of heat from the water in the cups to the thermometers (B) conduction of heat through the aluminum bar (C) radiation of heat from the water in the cups into the air (D) conduction of heat through the air to the water in the cups
Science,The map below shows an air mass that formed over the Gulf of Mexico at location A. {Regents_2005_8th_Grade_20} Once air mass A reaches location B  the weather conditions at location B will most likely become (A) warmer and drier (B) warmer and more humid (C) colder and more humid (D) colder and drier
Science,The diagram below shows a pencil in a glass of water.  When viewed from the side  the pencil appears to be broken. What process causes this to happen? (A) absorption (B) evaporation (C) reflection (D) refraction
Science,The cross section below shows fossils and the rock layers in which they are found. Crustal movement has not displaced the rock layers. {Regents_2005_8th_Grade_22} Which fossil is considered the oldest in the cross section shown? (A) armored fish (B) dinosaurs (C) early horses (D) trilobites
Science,The diagram below shows a human body system. What are two of the functions performed by this body system? (A) protects and supports the body (B) produces and transports oxygen within the body (C) produces and excretes waste products (D) controls and coordinates body activities
Science,The labeled organs in the diagram below are part of which human body system?  (A) respiratory (B) endocrine (C) digestive (D) circulatory
Science,Base your answers on the diagram below which shows a model of human inheritance.  The parent whose genes are aa (A) must be dominant (B) has a straight hairline (C) has a peaked hairline (D) may have AA offspring
Science,Base your answers on the diagram below which shows a model of human inheritance. The diagram shown is called a (A) Punnett square (B) pedigree chart (C) dichotomous key (D) flowchart
Science,The table below shows the symptoms of some diseases that are caused by bacteria. Which two diseases listed in the table affect the digestive system? (A) botulism and typhoid fever (B) botulism and pneumonia (C) tetanus and pneumonia (D) tetanus and typhoid fever
Science,Base your answers on the diagram below  which shows a partial food web.How many organisms in this food web feed on the mice? (A) 5 (B) 2 (C) 3 (D) 4
Science,Base your answers on the diagram below  which shows a partial food web. Which group of organisms is missing from this food web? (A) carnivores (B) herbivores (C) omnivores (D) decomposers
Science,The diagram below shows changes that a butterfly undergoes as it develops from an egg into an adult. Which process is illustrated in the diagram? (A) mutation (B) photosynthesis (C) germination (D) metamorphosis
Math,Problem 1 explains the location of the primary rainbow  but how do we explain the colors? Sunlight comprises a range of wavelengths  from the red range through orange  yellow  green  blue  indigo  and violet. As Newton discovered in his prism experiments of 1666  the index of refraction is different for each color. (The effect is called dispersion.) For red light the refractive index is k 􏰩 1.3318 whereas for violet light it is k 􏰩 1.3435. By repeating the calculation of Problem 1 for these values of k  show that the rainbow angle is about 42.3􏰉 for the red bow and 40.6􏰉 for the violet bow. So the rainbow really consists of seven individual bows corresponding to the seven colors.
Math,Perhaps you have seen a fainter secondary rainbow above the primary bow. That results from the part of a ray that enters a raindrop and is refracted at A  reflected twice (at B and C)  and refracted as it leaves the drop at D (see the figure at the left). This time the deviation angle D􏰤 􏰥 is the total amount of counterclockwise rotation that the ray undergoes in this four- stage process.
Math,We start with a fact  known as the Mean Value Theorem  that will be useful not only for present purposes but also for explaining why some of the other basic results of calculus are true.
Math,Since f 􏰂􏰤c􏰥 is the slope of the tangent line at the point 􏰤c  f 􏰤c􏰥􏰥  the Mean Value Theorem  in the form given by Equa- tion 1  says that there is at least one point P􏰤c  f 􏰤c􏰥􏰥 on the graph where the slope of the tangent line is the same as the slope of the secant line AB. In other words  there is a point P where the tangent line is parallel to the secant line AB. It seems clear that there is one such point P in Figure 1 and two such points P1 and P2 in Figure 2. Because our intuition tells us that the Mean Value Theorem is true  we take it as the starting point for the devel- opment of the main facts of calculus. (When calculus is developed from first principles  however  the Mean Value Theorem is proved as a consequence of the axioms that define the real number system.)
Math,Notice in Figure 5 that the slopes of the tangent lines increase from left to right on the interval 􏰤a  b􏰥  so f 􏰂 is increasing and f is concave upward (abbreviated CU) on 􏰤a  b􏰥. [It can be proved that this is equivalent to saying that the graph of f lies above all of its tangent lines on 􏰤a  b􏰥.] Similarly  the slopes of the tangent lines decrease from left to right on 􏰤b  c􏰥  so f 􏰂 is decreasing and f is concave downward (CD) on 􏰤b  c􏰥.
Math,In view of the Concavity Test  there is a point of inflection at any point where the sec- ond derivative changes sign. A consequence of the Concavity Test is the following test for maximum and minimum values.
Math,Our final example is concerned with families of functions. This means that the functions in the family are related to each other by a formula that contains one or more arbitrary con- stants. Each value of the constant gives rise to a member of the family and the idea is to see how the graph of the function changes as the constant changes.
Math,The method we used to sketch curves in the preceding section was a culmination of much of our study of differential calculus. The graph was the final object that we produced. In this section our point of view is completely different. Here we start with a graph produced by a graphing calculator or computer and then we refine it. We use calculus to make sure that we reveal all the important aspects of the curve. And with the use of graphing devices we can tackle curves that would be far too complicated to consider without technology. The theme is the interaction between calculus and calculators.
Math,"
in a viewing rectangle that contains all the important features of the function. Estimate the maximum and minimum values and the intervals of concavity. Then use calculus to find these quantities exactly."
Math,"Now let’s consider marketing. Let p􏰤x􏰥 be the price per unit that the company can charge if it sells x units. Then p is called the demand function (or price function) and we would expect it to be a decreasing function of x. If x units are sold and the price per unit is p􏰤x􏰥, then the total revenue is"
Math,"The marginal profit function is P􏰂, the derivative of the profit function. In Exercises 43–48 you are asked to use the marginal cost, revenue, and profit functions to minimize costs and maximize revenues and profits."
Social Studies,"The Southwest region, expanding through present-day Arizona and New Mexico and into Colorado, Texas, Utah, and Mexico, was home to a variety of indigenous groups and cultural practices pre-colonization. In this region dwelled several groups we collectively call the Pueblo. The Spanish first gave them this name, which means “town” or “village,” because they lived in towns or villages of permanent stone-and-mud buildings with thatched roofs. The three main groups of the Pueblo people were the Mogollon, Hohokam, and Anasazi."
Social Studies,"Soon thereafter, European Christians began the Crusades, a campaign of violence against Muslims to dominate the Holy Lands—an area that extended from modern-day Turkey in the north along the Mediterranean coast to the Sinai Peninsula—under Islamic control, partially in response to sustained Muslim control in Europe. The city of Jerusalem is a holy site for Jews, Christians, and Muslims; evidence exists that the three religions lived there in harmony for centuries. But in 1095, European Christians decided not only to reclaim the holy city from Muslim rulers but also to conquer the entire surrounding area."
Social Studies,"Popé, a Pueblo leader and medicine man led a response to the persecution and violence—a return to native customs. He popularized the idea that “when Jesus came, the Corn Mothers went away.” This was a succinct way of describing the displacement of native traditions by the culture and religion of the Spanish."
Social Studies,How did the Pueblo uprising contribute to the formation of a new ethnic identity in the Southwest?
Social Studies,"For African Americans in the South, life after slavery was a world transformed. Gone were the brutalities and indignities of slave life, the whippings and sexual assaults, the selling and forcible relocation of family members, the denial of education, wages, legal marriage, homeownership, and more. African Americans celebrated their newfound freedom both privately and in public jubilees."
Social Studies,"African Americans’ desire for education found expression in the establishment of schools at every level, from grade schools for basic-education to the founding of the nation’s first black colleges such as Fisk University and Howard University. The Freedmen’s Bureau (1865-1870), a government agency established to aid former slaves, oversaw some 3,000 schools across the South, and ran hospitals and healthcare facilities for the freedmen."
Social Studies,"During the period of Reconstruction, which lasted from 1865 to 1877, Congress passed and enforced laws that promoted civil and political rights for African Americans across the South. Most notable among the laws Congress passed were three Amendments to the US Constitution: the Thirteenth Amendment (1865) ended slavery, the Fourteenth Amendment (1868) guaranteed African Americans the rights of American citizenship, and the Fifteenth Amendment (1870) guaranteed black men the constitutional right to vote."
